,narrator_id,name,grade,death_reason,places_of_stay
978,1015,Bishr bin Bara' bin Ma'rur bin Sakhr ( بشر بن البراء بن معرور بن صخر ( رضي الله عنه,Comp.(RA),Martyred,Medina
979,1016,Abdullah bin al-Jadd bin Qays bin Sakhr ( عبد الله بن الجد بن قيس الأنصاري السلمي ( رضي الله عنه,Comp.(RA),Natural,Medina
980,1017,Sinan bin Sayfi b. Sakhr ( سنان بن صيفي بن صخر ( رضي الله عنه,Comp.(RA),Natural,Medina
981,1018,Utba bin 'Abdullah b. Sakhr ( عتبة بن عبد الله بن صخر ( رضي الله عنه,Comp.(RA),Natural,Medina
982,1019,Tufayl bin Malik bin Khansa' ( طفيل بن مالك بن خنساء بن سنان ( رضي الله عنه,Comp.(RA),Natural,Medina
983,1020,al-Tufayl bin al-Nu'man bin Khansa' ( طفيل بن النعمان بن خنساء ( رضي الله عنه,Comp.(RA),Martyred,Medina
984,1021,Abdullah bin 'Abd Manaf bin al-Nu'man ( عبد الله بن عبد مناف بن النعمان ( رضي الله عنه,Comp.(RA),Martyred,Medina
985,1022,Khulayda bin Qays bin al-Nu'man ( خليد/خليدة بن قيس بن النعمان بن سنان ( رضي الله عنه,Comp.(RA),Natural,Medina
986,1023,Yazid bin al-Mundhir bin Sarh ( يزيد بن المنذر بن سرح بن خناس ( رضي الله عنه,Comp.(RA),Natural,Medina
987,1024,Ma'qil bin al-Mundhir bin Sarh ( معقل بن المنذر بن سرح بن خناس ( رضي الله عنه,Comp.(RA),Natural,Medina
988,1025,Abdullah bin al-Nu'man bin Baldama ( عبد الله بن النعمان بن بلذمة بن خناس ( رضي الله عنه,Comp.(RA),Natural,Medina
989,1026,Jabbar bin Sakhr bin Umayya ( جبار بن صخر بن أمية بن خنساء ( رضي الله عنه,Comp.(RA),Natural,Medina
990,1027,al-Dahhak bin Haritha bin Zayd ( الضحاك بن حارثة بن زيد بن ثعلبة الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medina
991,1028,Sawad bin Razn bin Zayd ( سواد بن رزن بن زيد بن ثعلبة ( رضي الله عنه,Comp.(RA),Natural,Medina
992,1029,Abdur Rahman bin al-Hubab bin 'Amr ( عبد الرحمن بن الحباب بن عمرو الأنصاري ( رضي الله عنه,Comp.(RA) [3rd Generation],Natural,Medinah
993,1030,Hamza bin al-Humayyir ( حمزة بن الحمير حليف بني عبيد بن عدي  ( رضي الله عنه,Comp.(RA),Natural,Medina
994,1031,Abdullah bin al-Humayyir ( عبد الله بن الحمير الأشجعي ( رضي الله عنه,Comp.(RA),Natural,Medina
995,1032,al-Numan bin Sinan ( النعمان بن سنان الأنصاري مولى بني عبيد ( رضي الله عنه,Comp.(RA),Natural,Medina
996,1034,"Abu Ayman, Client 'Amr bin al-Jamuh ( أبو أيمن الأنصاري ( رضي الله عنه",Comp.(RA),Martyred,Medina
997,1035,Yazid bin 'Amir bin Hadida ( يزيد بن عامر بن حديدة ( رضي الله عنه,Comp.(RA),Natural,Medinah
998,1036,Salim bin 'Amr bin Hadida ( سليم بن عمرو بن حديدة ( رضي الله عنه,Comp.(RA),Martyred,Medinah
999,1037,Tha'laba bin 'Anma ibn 'Adi ( ثعلبة بن عنمة بن عدي بن سنان ( رضي الله عنه,Comp.(RA),Martyred,Medina
1000,1038,Abs bin 'Amir ibn 'Adi ( عبس بن عامر بن عدي بن سنان ( رضي الله عنه,Comp.(RA),Natural,Medina
1001,1039,al-Hubab bin 'Amr bin 'Ubbad ( الحباب بن عمرو الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medinah
1002,1040,"K'ab bin 'Amr bin 'Ubbad ( أبو اليسر , كعب بن عمرو بن عباد ( رضي الله عنه",Comp.(RA) [1st Generation],Natural,Medinah
1003,1041,Sahl bin Qays bin Abi Ka'b ( سهل بن قيس بن أبي كعب بن القين ( رضي الله عنه,Comp.(RA),Martyred,Medina
1004,1042,Antara Mawla Salim bin 'Amr ( عنترة مولى سليم بن عمرو ( رضي الله عنه,Comp.(RA),Martyred,Medina
1005,1043,Yazid Mawla Salim bin 'Amr ( يزيد مولى سليم بن عمرو ( رضي الله عنه,Comp.(RA),Natural,Medina
1006,1044,Yasar Mawla Salim bin 'Amr ( يسار مولى بني سليم بن عمرو ( رضي الله عنه,Comp.(RA),Natural,Medina
1007,1045,Ma'bad bin Qays (bin Sayfi) b. Sakhr ( معبد بن قيس بن صيفي بن صخر ( رضي الله عنه,Comp.(RA),Natural,Medina
1008,1046,Abdullah bin Qays (bin Sayfi) b. Sakhr ( عبد الله بن قيس بن صيفي بن صخر ( رضي الله عنه,Comp.(RA),Natural,Medina
1009,1047,Amr bin Talaq b. Zayd b. Umayya ( عمرو بن طلق بن زيد بن أمية ( رضي الله عنه,Comp.(RA),Natural,Medina
1010,1048,Abdullah bin 'Unays al-Juhani ( عبد الله بن أنيس الجهني أبو يحيى المدني ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Medina, Egypt, Syria"
1011,1049,Khalid bin 'Amr bin 'Adi ( خالد بن عمرو بن عدي بن نابي ( رضي الله عنه,Comp.(RA),Natural,Medinah
1012,1050,Hind bint al-Mundhir ( هند بنت المنذر بن الجموح بن زيد ( رضي الله عنها,Comp.(RA),Natural,Medina
1013,1051,Umm Jamil bint al-Hubbab ibn al-Mundhir ( أم جميل بنت الحباب بن المنذر ( رضي الله عنها,Comp.(RA),Natural,Medina
1014,1052,Mulayka bint 'Abdullah b. Sakhr ( مليكة بنت عبد الله بن صخر بن خنساء ( رضي الله عنها,Comp.(RA),Natural,Medina
1015,1053,Zaynab bint Sayfi b. Sakhr ( زينب بنت صيفي بن صخر ( رضي الله عنها,Comp.(RA),Natural,Medina
1016,1054,Qubaysa bint Sayfi b. Sakhr ( قبيسة بنت صيفي بن صخر ( رضي الله عنها,Comp.(RA),Natural,Medina
1017,1055,Humayna bint Sayfi b. Sakhr ( حميمة بنت صيفي بن صخر ( رضي الله عنها,Comp.(RA),Natural,Medina
1018,1056,Hind bint al-Bara' bin Ma'rur ( هند بنت البراء بن معرور الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
1019,1057,Sulafa bint al-Bara' bin Ma'rur ( سلافة بنت البراء بن معرور الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
1020,1058,Ar-Rabab bint al-Bara' bin Ma'rur ( الرباب بنت البراء بن معرور الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
1021,1059,Huzayla bint Mas'ud b. Zayd ( هزيلة بنت مسعود بن زيد الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
1022,1060,Khalida bint Qays bin Thabit ( خليدة بنت قيس بن ثابت ( رضي الله عنها,Comp.(RA),Natural,Medina
1023,1061,Sumayka bint Jabbar bin Sakhr ( سميكة بنت جبار بن صخر بن أمية ( رضي الله عنها,Comp.(RA),Natural,Medina
1024,1062,Usayma bint Jabbar bin Sakhr ( عصيمة بنت جبار بن صخر بن أمية ( رضي الله عنها,Comp.(RA),Natural,Medina
1025,1063,Umm Sulaym bint 'Amr bin 'Ubbad ( أم سليم بنت عمرو بن عباد ( رضي الله عنها,Comp.(RA),Natural,Medinah
1026,1064,Umm Mani' bint 'Amr ibn 'Adi ( أم منيع بنت عمرو بن عدي ( رضي الله عنها,Comp.(RA),Natural,Medina
1027,1065,Unaysa bint 'Anma ibn 'Adi ( أنيسة بنت غنمة بن عدي ( رضي الله عنها,Comp.(RA),Natural,Medina
1028,1066,Umm Bishr bint 'Amr bint 'Anma ( أم بشر بنت عمرو بن عنمة بن عدي ( رضي الله عنها,Comp.(RA),Natural,Medina
1029,1067,Aisha bint 'Umair bin al-Harith ( عائشة بنت عمير بن الحارث ( رضي الله عنها,Comp.(RA),Natural,Medina
1030,1068,Fukayha bint al-Sakan bin Zayd ( فكيهة بنت السكن بن زيد ( رضي الله عنها,Comp.(RA),Natural,Medinah
1031,1069,Umm Thabit bint Haritha bin Zayd ( أم ثابت بنت حارثة بن زيد بن ثعلبة ( رضي الله عنها,Comp.(RA),Natural,Medina
1032,1070,Ash-Shamus bint 'Amr bin Haram ( الشموس بنت عمرو بن حرام ( رضي الله عنها,Comp.(RA),Natural,Medina
1033,1071,Hind bint 'Amr bin Haram ( هند بنت عمرو بن حرام ( رضي الله عنها,Comp.(RA),Natural,Medina
1034,1072,Lumays bint 'Amr bin Haram ( لميس بنت عمرو بن حرام ( رضي الله عنها,Comp.(RA),Natural,Medina
1035,1073,Umm 'Amr bint 'Amr bin Haram ( أم عمرو بنت عمرو بن حرام الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
1036,1074,Fatima bint 'Amr bin Haram ( فاطمة بنت عمرو بن حرام الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
1037,1075,Umm Mu'adh bint 'Abdullah ( أم معاذ بنت عبد الله بن عمرو بن حرام ( رضي الله عنها,Comp.(RA),Natural,Medinah
1038,1076,Umm Hibban bint 'Amir bin Nabi ( أم حبان بنت عامر بن نابى  ( رضي الله عنها,Comp.(RA),Natural,Medinah
1039,1077,Adam bint al-Jamuh bin Zayd ( إدام بنت الجموح الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
1040,1078,Hind bint 'Amr bin al-Jamuh bin Zayd ( هند بنت عمرو بن الجموح الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
1041,1079,Humayma bint al-Humama bin al-Jamuh ( حميمة بنت الحمام بن الجموح ( رضي الله عنها,Comp.(RA),Natural,Medina
1042,1080,Umm al-Harith bint Malik bin Khansa' ( أم الحارث بنت مالك بن خنساء ( رضي الله عنها,Comp.(RA),Natural,Medina
1043,1081,Arwa bint Malik bin Khansa' ( أروى بنت مالك بن خنساء ( رضي الله عنها,Comp.(RA),Natural,Medina
1044,1082,Umm al-Harith bint al-Nu'man bin Khansa' ( أم الحارث بنت النعمان بن خنساء ( رضي الله عنها,Comp.(RA),Natural,Medina
1045,1083,al-Rabi' bint al-Tufayl bin al-Nu'man ( الربيع بنت الطفيل بن النعمان ( رضي الله عنها,Comp.(RA),Natural,Medina
1046,1084,Umayra bint Qurat bin Khansa' ( عميرة بنت قرط بن خنساء بن سنان الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
1047,1085,Asma' bint Qurat bin Khansa' ( أسماء بنت قرط بن خنساء بن سنان الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
1048,1086,Adam bint Qurat bin Khansa' ( أدام بنت قرط بن خنساء بن سنان الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
1049,1087,Umama bint Qurat bin Khansa' ( أمامة بنت قرط بن خنساء بن سنان الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
1050,1088,Amna bint Qurat bin Khansa' ( آمنة بنت قرط بن خنساء بن سنان الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
1051,1089,Khansa' bint R'iab bin al-Nu'man ( خنساء بنت رئاب بن النعمان ( رضي الله عنها,Comp.(RA),Natural,Medina
1052,1090,Umm Zayd bint Qays bin al-Nu'man ( أم زيد بنت قيس بن النعمان بن سنان ( رضي الله عنها,Comp.(RA),Natural,Medina
1053,1091,Umm 'Abdullah bint Sawad bin Razn ( أم عبد الله بنت سواد بن رزن ( رضي الله عنها,Comp.(RA),Natural,Medina
1054,1092,Umm Razn bint Sawad bin Razn ( أم رزن بنت سواد بن رزن ( رضي الله عنها,Comp.(RA),Natural,Medina
1055,1093,Su'ad bint Salama bin Zuhayr ( سعاد بنت سلمة بن زهير بن ثعلبة  ( رضي الله عنها,Comp.(RA),Natural,Medina
1056,1094,Umayra bint Jubayr bin Sakhr ( عميرة بنت جبير بن صخر بن أمية  ( رضي الله عنها,Comp.(RA),Natural,Medina
1057,1095,Umm 'Amir bint 'Amr bin Hadida ( أم عمرو بنت عمرو بن حديدة ( رضي الله عنها,Comp.(RA),Natural,Medinah
1058,1096,Umm Jamil bint Qutba bin 'Amir ( أم جميل بنت قطبة بن عامر الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medinah
1059,1097,Sukhta bint Qays bin Abi Ka'b ( سخطى بنت قيس بن أبي كعب بن القين الأنصار ( رضي الله عنها,Comp.(RA),Natural,Medina
1060,1098,Amra bint Qays bin Abi Ka'b ( عميرة بنت قيس بن أبي كعب الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
1061,1099,Umama bint Muharrith bin Zayd ( أمامة بنت محرث بن زيد بن ثعلبة ( رضي الله عنها,Comp.(RA),Natural,Medina
1062,1100,Qays bin Abi Ka'b ( قيس بن أبي كعب بن الفين الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medina
1063,1101,Mu'adh bin al-Harith bin Suraqa ( معاذ بن الحارث بن سراقة الأنصاري السلمي ( رضي الله عنه,Comp.(RA),Natural,Medina
1064,1102,Khadij bin Salama bin Aus bin 'Amr ( خديج بن سلامة بن أوس ( رضي الله عنه,Comp.(RA),Natural,Medina
1065,1103,Shibath bin Khadij bin Salama bin Aus ( شباث بن خديج بن سلامة بن أوس ( رضي الله عنه,Comp.(RA),Natural,Medina
1066,1105,Hammam bin al-Jamuh bin Zayd ( حمام بن الجموح بن زيد الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medina
1067,1106,Abdur Rahman bin 'Amr bin al-Jamuh ( عبد الرحمن بن عمرو بن الجموح الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medina
1068,1107,Uthman bin 'Amr bin al-Jamuh ( عثمان بن عمرو بن الجموح الأنصاري السلمي ( رضي الله عنه,Comp.(RA),Natural,Medina
1069,1108,Mukhalad bin 'Amr bin al-Jamuh ( مخلد بن عمرو بن الجموح الأنصاري السلمي ( رضي الله عنه,Comp.(RA),Natural,Medina
1070,1109,Mu'adh bin al-Simma bin 'Amr ( معاذ بن الصمة بن عمرو بن الجموح الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medina
1071,1110,Amr bin al-Humam bin al-Jamuh ( عمرو بن الحمام بن الجموح الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medina
1072,1111,Abdullah bin 'Atik bin Qays ( عبد الله بن عتيك بن قيس بن الأسود ( رضي الله عنه,Comp.(RA),Martyred,Medina
1073,1112,Jabir bin 'Atik bin Qays ( جابر بن عتيك بن قيس بن الأسود ( رضي الله عنه,Comp.(RA),Natural,Medina
1074,1113,Khishrim bin al-Hubbab ibn al-Mundhir ( خشرم بن الحباب بن المنذر ( رضي الله عنه,Comp.(RA),Natural,Medina
1075,1114,Mubushir bin al-Bara' bin Ma'rur ( مبشر بن البراء بن معرور الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medina
1076,1115,Khallad bin Qays bin al-Nu'man ( خلاد بن قيس بن النعمان بن سنان ( رضي الله عنه,Comp.(RA),Natural,Medina
1077,1116,Mas'ud bin Zayd bin Subay' ( مسعود بن زيد بن سبيع الأنصاري ( رضي الله عنه,Comp.(RA),Natural,"Medina, Syria"
1078,1117,Amir bin Nabi ( عامر بن نابي بن زيد  ( رضي الله عنه,Comp.(RA),Natural,Medinah
1079,1118,Umair bin 'Amir bin Nabi ( عمير بن عامر بن نابي  ( رضي الله عنه,Comp.(RA),Martyred,Medinah
1080,1119,Abdur Rahman bin Khirash bin al-Simma ( عبد الرحمن بن خراش بن الصمة الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medina
1081,1120,Tha'laba bin Zayd ( ثعلبة بن زيد بن الحارث ( رضي الله عنه,Comp.(RA),Natural,Medina
1082,1121,Mirdas bin Marwan ( مرداس بن مروان بن الجذع ( رضي الله عنه,Comp.(RA),Natural,Medina
1083,1122,Marwan b. al-Jidha' bin Zayd ( مروان بن الجذع ( رضي الله عنه,Comp.(RA),Natural,Medina
1084,1123,Abdur Rahman bin Yazid bin 'Amir ( عبد الرحمن بن يزيد بن عامر بن حديدة ( رضي الله عنه,Comp.(RA),Natural,Medinah
1085,1124,al-Mundhir bin Yazid bin 'Amir ( المنذر بن يزيد بن عامر بن حديدة ( رضي الله عنه,Comp.(RA),Natural,Medinah
1086,1125,Umair bin K'ab bin 'Amr bin 'Ubbad ( عمير بن أبي اليسر بن عمرو بن عباد ( رضي الله عنه,Comp.(RA),Natural,Medinah
1087,1126,Yazid bin K'ab bin 'Amr bin 'Ubbad ( يزيد بن أبي اليسر بن عمرو بن عباد ( رضي الله عنه,Comp.(RA),,Medinah
1088,1127,Habib bin K'ab bin 'Amr bin 'Ubbad ( حبيب بن أبي اليسر بن عمرو الأنصاري ( رضي الله عنه,Comp.(RA),,Medinah
1089,1128,Muhammad bin al-Jadd bin Qays bin Sakhr ( محمد بن الجد بن قيس الأنصاري السلمي ( رضي الله عنه,Comp.(RA),Natural,Medina
1090,1129,al-Jadd bin Qays bin Sakhr ( الجد بن قيس الأنصاري السلمي ( رضي الله عنه,Comp.(RA),Natural,Medina
1091,1131,Abdullah bin Ka'b bin Malik b. Abi Ka'b ( عبد الله بن كعب بن مالك السلمي الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,Medina
1092,1132,Ubaydullah bin Ka'b bin Malik ( عبيد الله بن كعب بن مالك السلمي الأنصاري ( رضي الله عنه,Comp.(RA) [3rd Generation],Natural,Medina
1093,1133,Ma'bad bin Ka'b bin Malik ( معبد بن كعب بن مالك السلمي الأنصاري ( رضي الله عنه,Comp.(RA) [3rd Generation],Natural,Medina
1094,1134,Abdur Rahman bin Ka'b bin Malik ( عبد الرحمن بن كعب بن مالك السلمي ( رضي الله عنه,Comp.(RA) [2nd Generation],Natural,Medina
1095,1135,Yahya bin 'Umair bin al-Harith ( يحيى بن عمير بن الحارث ( رضي الله عنه,Comp.(RA),Natural,Medina
1096,1136,Sahl bin Malik bin Abi Ka'b ( سهل بن مالك بن أبي كعب بن القين الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medina
1097,1137,Abdullah bin Malik bin Abi Ka'b ( عبد الله بن مالك بن أبي كعب بن القين  ( رضي الله عنه,Comp.(RA),Natural,Medina
1098,1149,Abdur Rahman bin Mu'adh ibn Jabal ( عبد الرحمن بن معاذ بن جبل الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medinah
1099,1150,al-sa'ba bint Jabal bin 'Amr ( الصعبة بنت جبل بن عمرو بن أوس ( رضي الله عنها,Comp.(RA),Natural,Medinah
1100,1151,Umm 'Abdullah bint Mu'adh ibn Jabal ( أم عبد الله بنت معاذ بن جبل بن عمرو ( رضي الله عنها,Comp.(RA),Natural,Medinah
1101,1152,Umm 'Abdullah bint 'Abdullah ( أم عبد الله بنت عبد الله بن أنيس ( رضي الله عنها,Comp.(RA),Natural,Medina
1102,1153,Umm 'Abdur Rahman ( أم عبد الرحمن ( رضي الله عنها,Comp.(RA),Natural,Medina
1103,1154,Khayra ( خيرة امرأة كعب بن مالك الأنصاري ( رضي الله عنها,Comp.(RA) [1st Generation],Natural,Medina
1104,1155,Kabsha bint Ka'b bin Malik ( كبشة بنت كعب بن مالك الأنصارية ( رضي الله عنها,Comp.(RA) [1st Generation],Natural,Medina
1105,1157,Fadalah wife of 'Abdullah bin 'Unays ( فاضلة امرأة عبد الله بن أنيس ( رضي الله عنها,Comp.(RA),Natural,Medina
1106,1159,Sukhta bint Aswad bin 'Ubbad ( سخطى بنت أسود بن عباد ( رضي الله عنها,Comp.(RA),Natural,Medinah
1107,1190,Umm Tha'laba bint b. Zayd b. al-Harith ( أم ثعلبة بنت زيد بن الحارث بن حرام ( رضي الله عنها,Comp.(RA),Natural,Medina
1108,1191,Umm Iyas bint Thabit bin al-Jidha'(*) ( أم الحارث / أم إياس بنت ثابت بن الجذع ( رضي الله عنها,Comp.(RA),Natural,Medina
1109,1200,As'ad bin Zurara ( أسعد بن زرارة بن عدس ( رضي الله عنه,Comp.(RA),Natural,Medinah
1110,1201,Mas'ud bin Zurara ( مسعود بن زرارة الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medinah
1111,1202,Sa'd bin Zurara ( سعد بن زرارة الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medinah
1112,1203,Abdullah bin Sa'd bin Zurara ( عبد الله بن سعد بن زرارة ( رضي الله عنه,Comp.(RA),Natural,Medinah
1113,1204,Abdur Rahman bin Sa'd bin Zurara ( عبد الرحمن بن سعد بن زرارة ( رضي الله عنه,Comp.(RA),Natural,Medinah
1114,1205,Yahya bin As'ad bin Zurara ( يحيى بن أسعد بن زرارة  ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,Medinah
1115,1206,Amr bin Hazm ibn Zayd ( عمرو بن حزم بن زيد ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,Medina
1116,1207,Ma'mar bin Hazm ibn Zayd ( معمر بن حزم بن زيد ( رضي الله عنه,Comp.(RA),Natural,Medina
1117,1208,Malik bin 'Umara bin Hazm ( مالك بن عمارة بن حزم الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medina
1118,1209,Muhammad bin 'Amr bin Hazm ( محمد بن عمرو بن حزم الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],,Medina
1119,1210,Yazid ibn Thabit ( يزيد بن ثابت بن الضحاك الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],Martyred,Medina
1120,1211,Abdullah(Abu Abi) bin 'Amr bin Qays ( أبو أبي/عبد الله بن عمرو بن قيس بن زيد ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Medinah, Syria, Palestine"
1121,1212,Umara bin 'Amr bin Hazm ( عمارة بن عمرو بن حزم النجاري الأنصاري ( رضي الله عنه,Comp.(RA) [3rd Generation],,Medina
1122,1213,Abdur Rahman bin Ma'mar bin Hazm ( عبد الرحمن بن معمر بن حزم ( رضي الله عنه,Comp.(RA),Natural,Medina
1123,1214,Zayd bin Suraqa bin Ka'b bin 'Amr ( زيد بن سراقة بن كعب ( رضي الله عنه,Comp.(RA),Martyred,Medina
1124,1215,Thabit bin 'Atik ( ثابت بن عتيك بن النعمان بن عمرو ( رضي الله عنه,Comp.(RA),Martyred,Medinah
1125,1216,Iyyas bin 'Adi al-Ansari ( إياس بن عدي الأنصاري ( رضي الله عنه,Comp.(RA),Martyred,Medina
1126,1217,Abu Hubayra bin al-Harith ( أبو هبيرة بن الحارث بن علقمة ( رضي الله عنه,Comp.(RA),Martyred,Medina
1127,1218,Amr bin Mutarrif bin 'Alqama ( عمرو بن مطرف بن علقمة ( رضي الله عنه,Comp.(RA),Martyred,Medina
1128,1219,Qays bin Qahd ( قيس بن قهد بن قيس بن ثعلبة ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,Medinah
1129,1220,Muhammad bin Ubayy ibn Ka'b ( محمد بن أبي بن كعب الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],,Medinah
1130,1221,al-Tufayl bin Ubayy ibn Ka'b ( الطفيل بن أبي بن كعب الأنصاري ( رضي الله عنه,Comp.(RA) [2nd Generation],Natural,Medina
1131,1222,al-Rabi' bin Ubayy ibn Ka'b ( الربيع بن أبي بن كعب الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medina
1132,1223,Malik bin Iyyas al-Ansari ( مالك بن إياس الأنصاري النجاريي ( رضي الله عنه,Comp.(RA),Martyred,Medina
1133,1225,Ruwayfi' bin Thabit al-Ansari ( رويفع بن ثابت الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Medina, Egypt, Africa"
1134,1226,Nabayt bin Jabir bin Malik ( نبيط بن جابر بن مالك ( رضي الله عنه,Comp.(RA),Natural,Medina
1135,1227,Abdul Malik bin Nabayt bin Jabir ( عبد الملك بن نبيط بن جابر ( رضي الله عنه,Comp.(RA),,Medina
1136,1228,Muhammad bin Nabayt bin Jabir ( محمد بن نبيط بن جابر ( رضي الله عنه,Comp.(RA),,Medina
1137,1230,Aws bin Khalid bin Qurt ( أوس بن خالد بن قرط ( رضي الله عنه,Comp.(RA),Natural,Medina
1138,1231,Abdullah bin Haritha bin al-Nu'man ( عبد الله بن حارثة بن النعمان الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medina
1139,1232,Abdur Rahman bin Haritha bin al-Nu'man ( عبد الرحمن بن حارثة بن النعمان الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medina
1140,1233,Sa'd bin al-Harith bin al-Samma ( سعد بن الحارث بن الصمة الأنصاري ( رضي الله عنه,Comp.(RA),,Medina
1141,1234,Abu al-Jaheem bin al-Harith bin al-Samma ( أبو الجهيم بن الحارث بن الصمة ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,Medina
1142,1235,Malik bin 'Amr b. 'Atik ( مالك بن عمرو بن عتيك ( رضي الله عنه,Comp.(RA),Natural,Medina
1143,1236,al-'Ala' bin 'Amr b.al-Rabi' ( العلاء بن عمرو بن الربيع ( رضي الله عنه,Comp.(RA),Natural,Medina
1144,1237,Atik bin al-Harith bin 'Atik ( عتيك بن الحارث بن عتيك بن النعمان ( رضي الله عنه,Comp.(RA) [4th generation],Natural,Medina
1145,1238,Abdur Rahman bin Abi 'Amra ( عبد الرحمن بن أبي عمرة الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,Medina
1146,1239,Abdullah bin Abi 'Amra ( عبد الله بن أبي عمرة الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medina
1147,1240,Abu 'Ubayda bin 'Amr bin Mihsan ( أبو عبيدة بن عمرو بن محصن ( رضي الله عنه,Comp.(RA),Martyred,Medina
1148,1241,Habib bin 'Amr bin Mihsan ( حبيب بن عمرو بن محصن ( رضي الله عنه,Comp.(RA),Martyred,Medina
1149,1242,Ubada bin 'Amr bin Mihsan ( عبادة بن عمرو بن محصن ( رضي الله عنه,Comp.(RA),Martyred,Medina
1150,1243,Thabit b. al-Mandhur ( ثابت بن المنذر بن حرام ( رضي الله عنه,Comp.(RA),Natural,Medina
1151,1244,Abdur Rahman bin Thabit ( عبد الرحمن بن ثابت بن المنذر ( رضي الله عنه,Comp.(RA),Natural,Medina
1152,1245,Layla bint bint Thabit ( ليلى بنت ثابت بن المنذر ( رضي الله عنها,Comp.(RA),Natural,Medina
1153,1246,Fari'a bint bint Thabit ( فارعة بنت ثابت بن المنذر ( رضي الله عنها,Comp.(RA),Natural,Medina
1154,1247,Khawla bint Thabit ( خولة بنت ثابت بن المنذر ( رضي الله عنها,Comp.(RA),Natural,Medina
1155,1249,Umm al-Tufayl bint Tufayl ( أم الطفيل بنت الطفيل بن عمرو ( رضي الله عنها,Comp.(RA),Natural,Medina
1156,1250,al-Fari'a bint Zurara ( فارعة بنت زرارة بن عدس ( رضي الله عنها,Comp.(RA),Natural,Medinah
1157,1251,Zaghiba bint Zurara ( زغيبة بنت زرارة الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medinah
1158,1252,Habiba bint As'ad bin Zurara ( حبيبة بنت أسعد بن زرارة ( رضي الله عنها,Comp.(RA),Natural,Medinah
1159,1253,Kabsha bint As'ad bin Zurara ( كبشة بنت أسعد بن زرارة ( رضي الله عنها,Comp.(RA),Natural,Medinah
1160,1254,al-Fari'a bint As'ad bin Zurara ( فارعة بنت أبي أمامة أسعد بن زرارة الأنصا ( رضي الله عنها,Comp.(RA),Natural,Medinah
1161,1255,Amira bint Mas'ud bin Zurara ( عميرة بنت مسعود بن زرارة  ( رضي الله عنها,Comp.(RA),Natural,Medinah
1162,1257,Sawda bint Haritha bin al-Nu'man ( سودة بنت حارثة بن النعمان ( رضي الله عنها,Comp.(RA),Natural,Medina
1163,1258,Amra bint Haritha bin al-Nu'man ( عمرة بنت حارثة بن النعمان ( رضي الله عنها,Comp.(RA),Natural,Medina
1164,1259,Umm Hisham bint Haritha bin al-Nu'man ( أم هشام بنت حارثة بن النعمان ( رضي الله عنها,Comp.(RA) [1st Generation],Natural,Medina
